City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
350,Dublin,US,37.7021,-121.9358,79.07,46,78,3.0,broken clouds,2022-02-12 21:00:01
351,Bonthe,SL,7.5264,-12.505,78.12,85,9,10.22,clear sky,2022-02-12 21:01:34
352,Aklavik,CA,68.2191,-135.0107,-27.33,95,96,4.85,overcast clouds,2022-02-12 21:01:34
353,Fort-Shevchenko,KZ,44.5086,50.263,41.38,93,89,11.59,overcast clouds,2022-02-12 21:01:34
354,Mahibadhoo,MV,3.7833,72.9667,80.62,74,100,2.44,overcast clouds,2022-02-12 21:01:35
355,Mopipi,BW,-21.1833,24.8833,83.26,31,100,16.49,overcast clouds,2022-02-12 21:01:35
356,Rancho Santa Margarita,US,33.6409,-117.6031,88.95,12,4,1.43,clear sky,2022-02-12 21:01:35
357,Urumqi,CN,43.801,87.6005,9.55,92,75,2.24,mist,2022-02-12 20:58:02
358,Zhob,PK,31.3411,69.4481,49.06,32,0,2.24,clear sky,2022-02-12 21:01:36
359,Abbeville,FR,50.1,1.8333,38.5,68,91,8.93,overcast clouds,2022-02-12 21:00:26
360,Matola,MZ,-25.9622,32.4589,78.51,78,20,3.44,few clouds,2022-02-12 21:01:36
361,Cosamaloapan,MX,18.3667,-95.8,81.77,61,79,7.45,broken clouds,2022-02-12 21:01:37
362,Kununurra,AU,-15.7667,128.7333,76.98,100,52,2.3,broken clouds,2022-02-12 21:01:25
363,Chuy,UY,-33.6971,-53.4616,67.93,97,100,9.31,overcast clouds,2022-02-12 21:01:37
364,Niquelandia,BR,-14.4739,-48.4597,74.89,90,92,2.89,overcast clouds,2022-02-12 21:00:32
365,Petropavlovka,RU,50.6114,105.3196,-17.63,98,99,2.13,overcast clouds,2022-02-12 21:01:37
366,Codrington,AU,-38.2667,141.9667,73.63,43,89,12.75,overcast clouds,2022-02-12 21:01:38
367,Mokrousovo,RU,55.8103,66.7653,-7.38,100,100,1.36,overcast clouds,2022-02-12 21:01:38
368,Hami,CN,42.8,93.45,27.75,52,81,2.77,broken clouds,2022-02-12 21:01:38
369,Klyuchi,RU,52.2667,79.1667,17.2,95,100,11.05,overcast clouds,2022-02-12 21:02:39
370,Lypnyazhka,UA,48.4469,31.0761,30.38,89,37,6.93,scattered clouds,2022-02-12 21:02:39
371,Barcelos,PT,41.5388,-8.6151,51.85,92,33,2.55,scattered clouds,2022-02-12 21:02:39
372,Vestmanna,FO,62.1564,-7.1664,36.52,93,75,0.0,broken clouds,2022-02-12 21:02:40
373,Lincoln,US,40.8,-96.667,42.01,48,22,5.01,few clouds,2022-02-12 21:00:13
374,Khandbari,NP,27.3747,87.2039,48.52,63,1,3.09,clear sky,2022-02-12 21:02:40
375,Anton Lizardo,MX,19.05,-95.9833,78.22,79,94,13.15,overcast clouds,2022-02-12 21:02:40
376,Mindelo,CV,16.8901,-24.9804,71.55,73,100,17.98,overcast clouds,2022-02-12 21:02:40
377,Danao,PH,10.5208,124.0272,77.41,87,78,8.21,broken clouds,2022-02-12 21:02:41
378,Jacareacanga,BR,-6.2222,-57.7528,78.98,94,100,1.9,moderate rain,2022-02-12 21:02:41
379,Sandovo,RU,58.4602,36.4128,27.57,95,100,12.82,light snow,2022-02-12 21:02:41
380,Asfi,MA,32.2994,-9.2372,58.24,85,2,13.35,clear sky,2022-02-12 21:02:42
381,Bubaque,GW,11.2833,-15.8333,78.87,68,0,11.07,clear sky,2022-02-12 20:57:45
382,Lianran,CN,24.9227,102.485,41.29,61,1,0.43,clear sky,2022-02-12 21:02:42
383,Bardiyah,LY,31.7561,25.0865,55.8,66,0,7.11,clear sky,2022-02-12 21:02:42
384,Chibuto,MZ,-24.6867,33.5306,69.76,85,2,4.94,clear sky,2022-02-12 21:02:43
385,Dongying,CN,37.4564,118.4856,32.47,71,100,13.27,overcast clouds,2022-02-12 21:02:43
386,Mercedes,AR,-34.6515,-59.4307,71.83,29,0,13.44,clear sky,2022-02-12 21:02:43
387,Varhaug,NO,58.6147,5.6457,42.89,94,100,28.05,overcast clouds,2022-02-12 21:02:44
388,Ruteng,ID,-8.6136,120.4721,61.81,89,99,0.43,overcast clouds,2022-02-12 21:02:44
389,Nueva Guinea,NI,11.6876,-84.4562,86.74,46,43,15.93,scattered clouds,2022-02-12 21:02:45
390,Touros,BR,-5.1989,-35.4608,80.24,77,30,8.84,scattered clouds,2022-02-12 21:02:45
391,Saint-Louis,SN,16.3333,-15.0,76.37,14,76,12.15,broken clouds,2022-02-12 21:02:45
392,Salinas,US,36.6777,-121.6555,85.01,28,0,14.97,clear sky,2022-02-12 21:00:40
393,Srednekolymsk,RU,67.45,153.6833,-31.67,98,95,7.31,overcast clouds,2022-02-12 21:02:46
394,Kulob,TJ,37.9145,69.783,47.16,81,75,2.24,broken clouds,2022-02-12 21:02:46
395,Arrecife,ES,28.963,-13.5477,64.47,77,20,6.91,few clouds,2022-02-12 21:00:02
396,Palenque,MX,17.5167,-91.9667,84.36,70,20,0.0,few clouds,2022-02-12 21:02:47
397,Hofn,IS,64.2539,-15.2082,24.21,68,100,19.82,overcast clouds,2022-02-12 21:02:47
398,Senanga,ZM,-16.1167,23.2667,67.96,89,100,3.0,overcast clouds,2022-02-12 21:02:47
399,Medvezhyegorsk,RU,62.9167,34.4667,13.53,97,88,4.97,overcast clouds,2022-02-12 21:00:18
400,Mount Barker,AU,-35.0667,138.8667,72.1,37,89,5.99,overcast clouds,2022-02-12 21:02:48
401,Kallupatti,IN,9.7167,77.8667,75.18,71,98,5.03,overcast clouds,2022-02-12 21:02:48
402,Teknaf,BD,20.8624,92.3058,59.77,60,99,11.79,overcast clouds,2022-02-12 21:02:48
403,Las Lomas,PA,8.4333,-82.4,87.26,53,52,9.15,broken clouds,2022-02-12 21:02:48
404,Auki,SB,-8.7676,160.7034,76.95,89,100,1.63,overcast clouds,2022-02-12 21:02:49
405,Acapulco,MX,16.8634,-99.8901,84.87,49,100,9.51,overcast clouds,2022-02-12 20:59:45
406,Sabha,LY,27.0377,14.4283,53.53,29,0,7.52,clear sky,2022-02-12 21:02:49
407,San Joaquin,US,37.9333,-121.3011,77.52,44,0,3.44,clear sky,2022-02-12 21:02:49
408,Bathsheba,BB,13.2167,-59.5167,78.87,66,13,19.08,few clouds,2022-02-12 21:00:17
409,Harper,LR,4.375,-7.7169,78.44,84,7,5.08,clear sky,2022-02-12 21:02:50
410,Mbandaka,CD,0.0487,18.2603,82.0,49,81,2.75,broken clouds,2022-02-12 21:02:50
411,Ust-Uda,RU,54.1742,103.0304,-30.87,100,90,1.66,overcast clouds,2022-02-12 21:02:50
412,Merritt,CA,50.1123,-120.7942,32.45,64,13,1.9,few clouds,2022-02-12 21:02:51
413,Trairi,BR,-3.2778,-39.2689,79.41,78,78,7.61,broken clouds,2022-02-12 21:02:51
414,California City,US,35.1258,-117.9859,74.93,12,0,8.05,haze,2022-02-12 21:03:51
415,Santiago Do Cacem,PT,38.0169,-8.6948,54.03,81,63,6.35,broken clouds,2022-02-12 21:03:52
416,Saint Anthony,US,45.0205,-93.218,5.83,61,100,8.05,overcast clouds,2022-02-12 21:03:52
417,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,86,100,10.45,overcast clouds,2022-02-12 21:03:52
418,Candelaria,PH,13.9311,121.4233,73.18,96,90,3.33,overcast clouds,2022-02-12 21:03:53
419,Kirksville,US,40.1948,-92.5833,23.05,54,0,5.01,clear sky,2022-02-12 21:00:39
420,Pointe Michel,DM,15.25,-61.3833,77.59,72,15,16.58,few clouds,2022-02-12 21:03:53
421,Mariental,NA,-24.6333,17.9667,76.15,57,13,1.54,few clouds,2022-02-12 21:01:38
422,Berdigestyakh,RU,62.0989,126.6992,-20.25,99,100,2.57,overcast clouds,2022-02-12 21:03:53
423,Conceicao Do Rio Verde,BR,-21.8808,-45.0853,71.29,88,15,0.65,few clouds,2022-02-12 21:03:54
424,Nong Han,TH,17.3608,103.1053,75.99,79,100,6.11,overcast clouds,2022-02-12 21:03:54
425,Plouzane,FR,48.3833,-4.6167,48.38,81,100,14.97,overcast clouds,2022-02-12 21:03:54
426,Walvis Bay,NA,-22.9575,14.5053,71.1,81,89,3.38,light rain,2022-02-12 21:03:52
427,Iquique,CL,-20.2208,-70.1431,73.44,66,3,11.61,clear sky,2022-02-12 21:03:55
428,Troitskoye,RU,52.9821,84.6757,-6.83,100,10,5.06,clear sky,2022-02-12 21:03:55
429,Sioux Lookout,CA,50.1001,-91.917,-4.54,75,100,3.87,overcast clouds,2022-02-12 21:03:55
430,Muros,ES,42.7762,-9.0603,51.24,92,7,5.21,clear sky,2022-02-12 21:03:56
431,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,88,0,9.22,clear sky,2022-02-12 21:03:56
432,Charkhi Dadri,IN,28.6,76.2667,52.39,44,0,3.29,clear sky,2022-02-12 21:03:56
433,Fare,PF,-16.7,-151.0167,81.34,71,97,13.27,overcast clouds,2022-02-12 21:03:57
434,Genhe,CN,50.7833,121.5167,-24.32,100,42,1.43,scattered clouds,2022-02-12 21:03:57
435,Havelock,US,34.8791,-76.9013,71.56,65,100,8.01,overcast clouds,2022-02-12 21:03:57
436,Ostrovnoy,RU,68.0531,39.5131,6.8,96,61,4.05,broken clouds,2022-02-12 21:03:57
437,Sampit,ID,-2.5333,112.95,72.61,94,98,2.17,overcast clouds,2022-02-12 21:03:58
438,Isla Mujeres,MX,21.2311,-86.731,80.65,80,9,7.11,clear sky,2022-02-12 20:59:03
439,Bull Savanna,JM,17.8868,-77.5902,77.38,75,28,16.08,scattered clouds,2022-02-12 21:03:58
440,Starosubkhangulovo,RU,53.1031,57.4423,2.39,100,90,0.38,overcast clouds,2022-02-12 21:03:58
441,Duns,GB,55.777,-2.3457,45.41,91,39,20.24,scattered clouds,2022-02-12 21:03:59
442,Arman,RU,59.7,150.1667,-8.41,81,100,7.31,overcast clouds,2022-02-12 21:03:59
443,Tessalit,ML,20.1986,1.0114,68.67,12,0,7.47,clear sky,2022-02-12 21:03:59
444,Minas,UY,-34.3759,-55.2377,62.53,88,100,16.42,overcast clouds,2022-02-12 21:01:08
445,Saint-Joseph,RE,-21.3667,55.6167,77.36,82,16,9.44,few clouds,2022-02-12 21:04:00
446,Nicoya,CR,10.1483,-85.452,89.15,41,46,9.01,scattered clouds,2022-02-12 21:04:00
447,Urusha,RU,54.05,122.9,-20.63,96,60,3.18,broken clouds,2022-02-12 20:59:05
448,Prado,BR,-17.3411,-39.2208,78.94,81,93,6.15,overcast clouds,2022-02-12 21:04:00
449,Trat,TH,12.5,102.5,82.98,95,74,1.57,broken clouds,2022-02-12 21:04:01
450,Neiafu,TO,-18.65,-173.9833,81.28,83,40,6.91,scattered clouds,2022-02-12 21:04:01
451,Arica,CL,-18.475,-70.3042,76.55,64,0,8.05,clear sky,2022-02-12 21:04:01
452,Sovetskiy,RU,61.3614,63.5842,0.19,98,100,5.88,overcast clouds,2022-02-12 21:04:01
453,Saveh,IR,35.0213,50.3566,43.34,70,1,3.49,clear sky,2022-02-12 21:04:02
454,Orlik,RU,52.5178,99.825,-24.93,99,93,1.86,overcast clouds,2022-02-12 21:04:02
455,Ugoofaaru,MV,5.6667,73.0,80.65,75,100,4.99,overcast clouds,2022-02-12 21:04:02
456,Cap Malheureux,MU,-19.9842,57.6142,81.09,81,8,5.01,clear sky,2022-02-12 21:04:03
457,Bosaso,SO,11.2842,49.1816,75.09,71,80,4.18,broken clouds,2022-02-12 21:02:36
458,Nizhniy Kuranakh,RU,58.8353,125.4869,-33.05,99,91,1.74,overcast clouds,2022-02-12 21:04:03
459,Guerrero Negro,MX,27.9769,-114.0611,75.49,27,100,4.27,overcast clouds,2022-02-12 21:05:04
460,Lucea,JM,18.451,-78.1736,79.86,72,14,12.37,few clouds,2022-02-12 21:05:04
461,Riyadh,SA,24.6877,46.7219,53.22,34,0,10.83,clear sky,2022-02-12 21:02:28
462,Namatanai,PG,-3.6667,152.4333,78.89,81,100,2.1,light rain,2022-02-12 21:05:04
463,Hanzhong,CN,33.0728,107.0303,37.81,72,7,2.26,clear sky,2022-02-12 21:05:05
464,North Fort Myers,US,26.6673,-81.8801,86.25,36,0,3.44,clear sky,2022-02-12 21:05:05
465,Codajas,BR,-3.8367,-62.0569,81.82,89,94,2.33,overcast clouds,2022-02-12 21:05:06
466,Caluquembe,AO,-13.7833,14.6833,62.1,64,81,5.46,broken clouds,2022-02-12 21:05:06
467,Vaitape,PF,-16.5167,-151.75,81.27,73,97,15.17,overcast clouds,2022-02-12 21:01:14
468,Turayf,SA,31.6725,38.6637,46.09,49,0,2.3,clear sky,2022-02-12 21:05:06
469,Okha,RU,53.5739,142.9478,5.68,94,86,7.63,overcast clouds,2022-02-12 21:05:07
470,Along,IN,28.1667,94.7667,44.53,78,4,3.18,clear sky,2022-02-12 21:05:07
471,Airai,TL,-8.9266,125.4092,58.55,92,82,2.28,broken clouds,2022-02-12 21:05:07
472,Mus,TR,39.0,41.75,6.8,87,62,5.79,broken clouds,2022-02-12 21:04:47
473,Mandera,KE,3.9366,41.867,81.37,24,89,9.53,overcast clouds,2022-02-12 21:05:08
474,Ardabil,IR,38.2498,48.2933,28.62,71,3,5.59,clear sky,2022-02-12 21:05:08
475,Alberton,CA,46.8168,-64.0654,37.67,100,100,13.56,overcast clouds,2022-02-12 21:00:44
476,Niono,ML,14.2526,-5.993,74.07,12,3,8.25,clear sky,2022-02-12 21:05:09
477,Victoria Point,AU,-27.5833,153.3,72.16,75,76,4.0,broken clouds,2022-02-12 21:05:09
478,Tommot,RU,58.9564,126.2925,-33.5,100,79,1.32,broken clouds,2022-02-12 21:05:09
479,Huntington,US,38.4193,-82.4452,43.38,59,100,8.05,overcast clouds,2022-02-12 21:01:05
480,Wattegama,LK,6.7989,81.4808,72.57,94,100,4.45,overcast clouds,2022-02-12 21:05:10
481,Owensboro,US,37.7742,-87.1133,28.18,47,100,10.63,overcast clouds,2022-02-12 21:02:39
482,Sahiwal,PK,30.6667,73.1,51.73,48,0,6.46,clear sky,2022-02-12 21:05:10
483,Charagua,BO,-19.8,-63.2167,69.37,84,100,11.27,overcast clouds,2022-02-12 21:05:10
484,Malaryta,BY,51.7905,24.074,28.29,81,30,6.6,scattered clouds,2022-02-12 21:05:11
485,Xinyu,CN,27.8043,114.9334,43.43,96,100,2.98,overcast clouds,2022-02-12 21:01:37
486,Buala,SB,-8.145,159.5921,79.56,81,100,2.51,overcast clouds,2022-02-12 21:05:11
487,Hoquiam,US,46.9809,-123.8893,61.43,63,0,12.66,clear sky,2022-02-12 21:05:12
488,Half Moon Bay,US,37.4636,-122.4286,81.14,44,40,0.0,scattered clouds,2022-02-12 21:05:12
489,Ejido,VE,8.5514,-71.2375,72.68,72,100,3.51,overcast clouds,2022-02-12 21:05:12
490,Saint-Georges,GD,12.0564,-61.7485,78.44,72,92,14.67,overcast clouds,2022-02-12 21:02:42
491,Iqaluit,CA,63.7506,-68.5145,-35.86,98,96,3.33,overcast clouds,2022-02-12 21:05:13
492,Khani,GE,41.9563,42.9566,31.57,81,4,5.86,clear sky,2022-02-12 21:05:13
493,Naron,ES,43.5167,-8.1528,51.67,88,5,6.53,clear sky,2022-02-12 21:05:13
494,Zharkent,KZ,44.1628,80.0,27.12,93,98,2.8,overcast clouds,2022-02-12 21:05:14
495,Boguchany,RU,58.3814,97.4531,-20.99,100,42,2.95,scattered clouds,2022-02-12 21:05:14
496,Xiongyue,CN,40.1774,122.1228,19.72,65,100,13.96,overcast clouds,2022-02-12 21:05:14
497,Casper,US,42.8666,-106.3131,37.51,58,20,21.85,few clouds,2022-02-12 21:05:15
498,Red Bank,US,40.3471,-74.0643,58.19,36,77,12.91,broken clouds,2022-02-12 21:01:05
499,Puerto Colombia,CO,10.9878,-74.9547,81.97,73,8,24.72,clear sky,2022-02-12 21:02:28
500,Te Anau,NZ,-45.4167,167.7167,47.43,86,95,4.74,overcast clouds,2022-02-12 21:05:16
501,Bakel,SN,14.905,-12.4568,77.13,11,27,10.6,scattered clouds,2022-02-12 21:05:16
502,Ivdel,RU,60.6911,60.4206,-2.97,100,100,1.34,overcast clouds,2022-02-12 21:05:16
503,Ahipara,NZ,-35.1667,173.1667,68.09,76,84,22.1,broken clouds,2022-02-12 21:04:22
504,Toora-Khem,RU,52.4675,96.11,-26.27,100,96,1.34,overcast clouds,2022-02-12 21:05:17
505,Gidole,ET,5.65,37.3667,66.78,35,74,1.86,broken clouds,2022-02-12 21:05:17
506,Gizo,SB,-8.103,156.8419,81.25,73,77,2.71,broken clouds,2022-02-12 21:06:17
507,Falavarjan,IR,32.5553,51.5097,38.41,67,93,5.82,overcast clouds,2022-02-12 21:06:18
508,Leningradskiy,RU,69.3833,178.4167,-18.81,97,97,4.12,overcast clouds,2022-02-12 21:06:18
509,Oussouye,SN,12.485,-16.5469,81.12,20,2,9.4,clear sky,2022-02-12 21:06:18
510,Lafia,NG,8.4833,8.5167,85.41,10,84,1.72,broken clouds,2022-02-12 21:06:18
511,Dabola,GN,10.75,-11.1167,77.94,14,0,2.68,clear sky,2022-02-12 21:06:19
512,Takoradi,GH,4.8845,-1.7554,79.86,82,95,6.42,overcast clouds,2022-02-12 21:04:10
513,Khorramshahr,IR,30.4397,48.1664,51.75,53,35,3.56,scattered clouds,2022-02-12 21:06:19
514,Aswan,EG,24.0934,32.907,59.02,44,0,10.76,clear sky,2022-02-12 21:06:20
515,Belmonte,BR,-15.8631,-38.8828,81.1,75,39,6.31,scattered clouds,2022-02-12 21:06:20
516,Leshukonskoye,RU,64.8989,45.7622,10.63,98,94,5.7,overcast clouds,2022-02-12 21:06:20
517,Owatonna,US,44.0839,-93.226,6.84,69,75,8.05,broken clouds,2022-02-12 21:04:53
518,Westport,US,41.1415,-73.3579,57.24,40,0,18.41,clear sky,2022-02-12 21:06:21
519,Ternate,ID,0.8,127.4,80.08,77,100,3.49,overcast clouds,2022-02-12 21:06:21
520,Salantai,LT,56.0667,21.5667,36.9,74,53,16.06,broken clouds,2022-02-12 21:06:21
521,Pauini,BR,-7.7136,-66.9764,90.01,53,35,1.1,scattered clouds,2022-02-12 21:06:22
522,Mariahu,IN,25.6167,82.6167,50.38,56,0,3.58,clear sky,2022-02-12 21:06:22
523,General Pico,AR,-35.6566,-63.7568,71.31,31,0,7.92,clear sky,2022-02-12 21:06:22
524,Ucluelet,CA,48.9329,-125.5528,50.09,82,0,1.01,clear sky,2022-02-12 21:04:28
525,Lagoa,PT,39.05,-27.9833,60.26,89,99,21.81,overcast clouds,2022-02-12 21:05:44
526,Sivas,TR,39.7916,37.0019,9.23,85,0,6.91,clear sky,2022-02-12 21:06:23
527,Pindi Gheb,PK,33.2402,72.2661,52.65,35,1,4.59,clear sky,2022-02-12 21:06:23
528,Mikkeli,FI,61.6886,27.2723,28.51,86,0,6.91,clear sky,2022-02-12 21:06:23
529,Bay City,US,43.5945,-83.8889,20.1,59,100,8.05,overcast clouds,2022-02-12 21:03:38
530,Bambanglipuro,ID,-7.95,110.2833,61.61,88,99,3.67,moderate rain,2022-02-12 21:06:24
531,Olafsvik,IS,64.8945,-23.7142,26.67,71,36,18.28,scattered clouds,2022-02-12 21:01:34
532,Cachoeirinha,BR,-29.9511,-51.0939,91.0,60,75,13.8,broken clouds,2022-02-12 21:06:24
533,Itaqui,BR,-29.1253,-56.5531,82.63,49,36,19.39,scattered clouds,2022-02-12 21:06:25
534,Liverpool,GB,53.4106,-2.9779,49.71,89,40,12.66,scattered clouds,2022-02-12 21:03:02
535,Sistranda,NO,63.7256,8.834,37.9,70,100,12.33,light rain,2022-02-12 21:06:25
536,Kariba,ZW,-16.5167,28.8,69.49,87,41,2.89,scattered clouds,2022-02-12 21:06:25
537,Burayevo,RU,55.8407,55.4083,22.8,97,100,7.43,overcast clouds,2022-02-12 21:06:26
538,Mao,ES,39.8885,4.2658,48.76,87,0,8.05,clear sky,2022-02-12 21:05:28
539,Sagaing,MM,21.8787,95.9797,63.54,46,18,5.08,few clouds,2022-02-12 21:06:26
540,Sagua La Grande,CU,22.8067,-80.0756,83.39,65,63,10.27,broken clouds,2022-02-12 21:06:26
541,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.66,93,85,3.87,light rain,2022-02-12 21:06:27
